id,cpu,mem,traffic
176,1,15,135699
177,1,15,135700
178,1,15,135701
179,1,15,135702
180,1,15,135703
181,1,15,135704
182,1,15,135705
183,1,15,135706
184,1,15,135707
185,1,15,135708
186,1,15,135709
187,1,15,135710
188,1,15,135711
189,1,15,135712
190,1,15,135713
191,1,15,135714
192,1,15,135715
193,1,15,135716
194,1,15,135717
195,1,15,135718
196,1,15,135719
197,1,15,135720
198,1,15,135721
199,1,15,135722
200,1,15,135723
201,1,15,135724
202,1,15,135725
203,1,15,135726
204,1,15,135727
205,1,15,135728
206,1,15,135729
207,1,15,135730
208,1,15,135731
209,1,15,135732
210,1,15,135733
211,1,15,135734
212,1,15,135735
213,1,15,135736
214,1,15,135737
215,1,15,135738
216,1,15,135739
217,1,15,135740
218,1,15,135741
219,1,15,135742
220,1,15,135743
221,1,15,135744
222,1,15,135745
223,1,15,135746
224,1,17,135747
225,1,17,135748
226,1,17,135749
227,1,17,135750
228,1,17,135751
229,1,17,135752
230,1,17,135753
231,1,17,135754
232,1,17,135755
233,1,17,135756
234,1,17,135757
235,1,17,135758
236,1,17,135759
237,1,17,135760
238,1,17,135761
239,1,17,135762
240,1,17,135763
241,1,17,135764
242,1,17,135765
243,1,17,135766
244,1,17,135767
245,1,17,135768
246,1,17,135769
247,1,17,135770
248,1,17,135771
249,1,17,135772
250,1,17,135773
251,1,17,135774
252,1,17,135775
253,1,17,135776
254,1,17,135777
255,1,17,135778
256,1,17,135779
257,1,17,135780
258,1,17,135781
259,1,17,135782
260,1,17,135783
261,1,17,135784
262,1,17,135785
263,1,17,135786
264,1,17,135787
265,1,17,135788
266,1,17,135789
267,1,17,135790
268,1,17,135791
269,1,17,135792
270,1,17,135793
271,1,17,135794
272,1,17,135795
273,1,17,135796
274,1,17,135797
275,1,17,135798
276,1,17,135799
277,1,17,135800
278,1,17,135801
279,1,17,135802
280,1,17,135803
281,1,17,135804
282,1,17,135805
283,1,17,135806
284,1,17,135807
285,1,17,135808
286,1,17,135809
287,1,17,135810
288,1,17,135811
289,1,17,135812
290,1,17,135813
291,1,17,135814
292,1,17,135815
293,1,17,135816
294,1,17,135817
295,1,17,135818
296,1,17,135819
297,1,17,135820
298,1,17,135821
299,2,17,135822
300,2,17,135823
301,2,17,135824
302,2,17,135825
303,2,17,135826
304,2,17,135827
305,2,17,135828
306,2,17,135829
307,2,17,135830
308,2,17,135831
309,2,17,135832
310,2,17,135833
311,2,17,135834
312,2,17,135835
313,2,17,135836
314,2,17,135837
315,2,17,135838
316,2,17,135839
317,2,17,135840
318,2,17,135841
319,2,17,135842
320,2,17,135843
321,2,17,135844
322,2,17,135845
323,2,17,135846
324,2,17,144555
325,2,17,144556
326,2,17,144557
327,2,17,144558
328,2,17,144559
329,2,17,144560
330,2,17,144561
331,2,17,144562
332,2,17,144563
333,2,17,144564
334,2,17,144565
335,2,17,144566
336,2,17,144567
337,2,17,144568
338,2,17,144569
339,2,17,144570
340,2,17,144571
341,2,17,144572
342,2,17,144573
343,2,17,144574
344,2,17,144575
345,2,17,144576
346,2,17,144577
347,2,17,144578
348,2,17,144579
349,2,17,144580
350,2,17,144581
351,2,17,144582
352,2,17,144583
353,2,17,144584
354,2,17,144585
355,2,17,144586
356,2,17,144587
357,2,17,144588
358,2,17,144589
359,2,17,144590
360,2,17,144591
361,2,17,144592
362,2,17,144593
363,2,17,144594
364,2,17,144595
365,2,17,144596
366,2,17,144597
367,2,17,144598
368,2,17,144599
369,2,17,144600
370,2,17,144601
371,2,17,144602
372,2,17,144603
373,2,17,144604
374,2,17,144605
375,2,17,144606
376,2,17,144607
377,2,17,144608
378,2,17,144609
379,2,17,144610
380,2,17,144611
381,2,17,144612
382,2,17,144613
383,2,17,144614
384,2,17,144615
385,2,17,144616
386,2,17,144617
387,2,17,144618
388,2,17,144619
389,2,17,144620
390,2,17,144621
391,2,17,144622
392,2,17,144623
393,2,17,144624
394,2,17,144625
395,2,17,144626
396,2,17,144627
397,2,17,144628
398,2,17,144629
399,2,17,144630
400,2,17,144631
401,2,17,144632
402,2,17,144633
403,2,17,144634
404,2,17,144635
405,2,17,144636
406,2,17,144637
407,2,17,144638
408,2,17,144639
409,2,17,144640
410,2,17,144641
411,2,17,144642
412,2,17,144643
413,2,17,144644
414,2,17,144645
415,2,17,144646
416,2,17,144647
417,2,17,144648
418,2,17,144649
419,2,17,144650
420,2,17,144651
421,2,17,144652
422,2,17,144653
423,2,17,144654
424,2,17,144655
425,2,17,144656
426,2,17,144657
427,2,17,144658
428,2,17,144659
429,2,17,144660
430,2,17,144661
431,2,17,144662
432,2,17,144663
433,2,17,144664
434,2,17,144665
435,2,17,144666
436,2,17,144667
437,2,17,144668
438,2,17,144669
439,2,17,144670
440,2,17,144671
441,2,17,144672
442,2,17,144673
443,2,17,144674
444,2,17,144675
445,2,17,144676
446,2,17,144677
447,2,17,144678
448,2,17,144679
449,2,17,144680
450,2,17,144681
451,2,17,144682
452,2,30,144683
453,2,30,144684
454,2,30,144685
455,2,30,144686
456,2,30,144687
457,2,30,144688
458,2,30,144689
459,2,30,144690
460,2,30,144691
461,2,30,144692
462,2,30,144693
463,2,30,144694
464,2,30,144695
465,2,30,144696
466,2,30,144697
467,2,30,144698
468,2,30,144699
469,2,30,144700
470,2,30,144701
471,2,30,144702
472,2,30,144703
473,2,30,144704
474,2,30,144705
475,2,30,144706
476,2,30,144707
477,2,30,144708
478,2,30,144709
479,2,30,144710
480,2,30,144711
481,2,30,144712
482,2,30,144713
483,2,30,144714
484,2,30,144715
485,2,30,144716
486,2,30,144717
487,2,30,144718
488,2,30,144719
489,2,30,144720
490,2,30,144721
491,2,30,144722
492,2,30,144723
493,2,30,144724
494,2,30,144725
495,2,30,144726
496,2,30,144727
497,2,30,144728
498,2,30,144729
499,2,30,144730
500,2,30,144731
501,2,30,144732
502,2,30,144733
503,2,30,144734
504,2,30,144735
505,2,30,144736
506,2,30,144737
507,2,30,144738
508,2,30,144739
509,2,30,144740
510,2,30,144741
511,2,30,144742
512,2,30,144743
513,2,30,144744
514,2,30,144745
515,2,30,144746
516,2,30,144747
517,2,30,144748
518,2,30,144749
519,2,30,144750
520,2,30,144751
521,2,30,144752
522,2,30,144753
523,2,30,144754
524,2,30,144755
525,5,30,144756
526,5,30,144757
527,5,30,144758
528,5,30,144759
529,5,30,135987
530,5,30,135988
531,5,30,135989
532,5,30,135990
533,5,30,135991
534,5,30,135992
535,5,30,135993
536,5,30,135994
537,5,30,135995
538,5,30,135996
539,5,30,135997
540,5,30,135998
541,5,30,135999
542,5,30,136000
543,5,30,136001
544,5,30,136002
545,5,30,136003
546,5,30,136004
547,5,30,136005
548,5,30,136006
549,5,30,136007
550,5,30,136008
551,5,30,136009
552,5,30,136010
553,5,30,136011
554,5,30,136012
555,5,30,136013
556,5,30,136014
557,5,30,136015
558,5,30,136016
559,5,30,136017
560,5,30,136018
561,5,30,136019
562,5,30,136020
563,5,30,136021
564,5,30,136022
565,5,30,136023
566,5,30,136024
567,5,30,136025
568,5,30,136026
569,5,30,136027
570,5,30,136028
571,5,30,136029
572,5,30,136030
573,5,30,136031
574,5,30,136032
575,5,30,136033
576,5,30,136034
577,5,30,136035
578,5,30,136036
579,5,30,136037
580,5,30,136038
581,5,30,136039
582,5,30,136040
583,5,30,136041
584,5,30,136042
585,5,30,136043
586,5,30,136044
587,5,30,136045
588,5,30,136046
589,5,30,136047
590,5,30,136048
591,5,30,136049
592,5,30,136050
593,5,30,136051
594,5,30,136052
595,5,30,136053
596,5,30,136054
597,5,30,136055
598,5,30,136056
599,5,30,136057
600,5,30,136058
601,5,30,136059
602,5,30,136060
603,5,30,136061
604,5,30,136062
605,5,30,136063
606,5,30,136064
607,5,30,136065
608,5,30,136066
609,5,30,136067
610,5,30,136068
611,5,30,136069
612,5,30,136070
613,5,30,136071
614,5,30,136072
615,5,30,136073
616,5,30,136074
617,5,30,136075
618,5,30,136076
619,5,30,136077
620,5,30,136078
621,5,30,136079
622,5,30,136080
623,5,30,136081
624,5,30,136082
625,5,30,136083
626,5,30,136084
627,5,30,136085
628,5,30,136086
629,5,30,136087
630,5,30,136088
631,5,30,136089
632,5,30,136090
633,5,30,136091
634,5,30,136092
635,5,30,136093
636,5,30,136094
637,5,30,136095
638,5,30,136096
639,5,30,136097
640,5,30,136098
641,5,30,136099
642,5,30,136100
643,5,30,136101
644,5,30,136102
645,5,30,136103
646,5,30,136104
647,5,30,136105
648,5,30,136106
649,5,30,136107
650,5,30,136108
651,5,30,136109
652,5,30,136110
653,5,30,136111
654,5,30,136112
655,5,30,136113
656,5,30,136114
657,5,30,136115
658,5,8,136116
659,5,8,136117
660,5,8,136118
661,5,8,136119
662,5,8,136120
663,5,8,136121
664,5,8,136122
665,5,8,136123
666,5,8,136124
667,5,8,136125
668,5,8,136126
669,5,8,136127
670,5,8,136128
671,5,8,136129
672,5,8,136130
673,5,8,136131
674,5,8,136132
675,5,8,136133
676,5,8,136134
677,5,8,136135
678,5,8,136136
679,5,8,136137
680,5,8,136138
681,5,8,136139
682,5,8,136140
683,5,8,136141
684,5,8,136142
685,5,8,136143
686,5,8,136144
687,5,8,136145
688,5,8,136146
689,5,8,136147
690,5,8,136148
691,5,8,136149
692,5,8,136150
693,5,8,136151
694,5,8,136152
695,5,8,136153
696,5,8,136154
697,5,8,136155
698,5,8,136156
699,5,8,136157
700,5,8,136158
701,5,8,136159
702,5,8,136160
703,5,8,136161
704,5,8,136162
705,5,8,136163
706,5,8,136164
707,5,8,136165
708,5,8,136166
709,5,8,136167
710,5,8,136168
711,5,8,136169
712,5,8,136170
713,5,8,136171
714,5,8,136172
715,5,8,136173
716,5,8,136174
717,5,8,136175
718,5,8,136176
719,5,8,136177
720,5,8,136178
721,5,8,136179
722,5,8,136180
723,5,8,136181
724,5,8,136182
725,5,8,136183
726,5,8,136184
727,5,8,136185
728,5,8,136186
729,5,8,136187
730,5,8,136188
731,5,8,136189
732,5,8,136190
733,5,8,136191
734,5,8,136192
735,5,8,136193
736,5,8,136194
737,5,8,136195
738,5,8,136196
739,5,8,136197
740,5,8,136198
741,5,8,136199
742,5,8,136200
743,5,8,136201
744,5,8,136202
745,5,8,136203
746,5,8,136204
747,5,8,136205
748,5,8,136206
749,5,8,136207
750,5,8,136208
751,5,8,136209
752,5,8,136210
753,5,8,136211
754,5,8,136212
755,5,8,136213
756,5,8,136214
757,5,8,136215
758,5,8,136216
759,5,8,136217
760,5,8,136218
761,5,8,136219
762,5,8,136220
763,5,8,136221
764,5,8,136222
765,5,8,136223
766,5,8,136224
767,5,8,136225
768,5,8,136226
769,5,8,136227
770,5,8,136228
771,5,8,136229
772,5,8,136230
773,5,8,136231
774,5,8,136232
775,5,8,136233
776,5,8,136234
777,5,8,136235
778,5,8,136236
779,5,8,136237
780,5,8,136238
781,5,8,136239
782,5,8,136240
783,5,8,136241
784,5,8,136242
785,5,8,136243
786,5,8,136244
787,5,8,136245
788,5,8,136246
789,5,8,136247
790,5,8,136248
791,5,8,136249
792,5,8,136250
793,5,8,136251
794,5,8,136252
795,5,8,136253
796,5,8,136254
797,5,8,136255
798,5,8,136256
799,5,8,144822
800,5,8,144823
801,5,8,144824
802,5,8,144825
803,5,8,144826
804,5,8,144827
805,5,8,144828
806,5,8,144829
807,5,8,144830
808,5,8,144831
809,5,8,144832
810,5,8,144833
811,5,8,144834
812,5,8,144835
813,5,8,144836
814,5,8,144837
815,5,8,144838
816,5,8,144839
817,5,8,144840
818,5,8,144841
819,5,8,144842
820,5,8,144843
821,5,8,144844
822,5,8,144845
823,5,23,144846
824,5,23,144847
825,5,23,144848
826,5,23,144849
827,5,23,144850
828,5,23,144851
829,5,23,144852
830,5,23,144853
831,5,23,144854
832,5,23,144855
833,5,23,144856
834,5,23,144857
835,5,23,144858
836,5,23,144859
837,5,23,144860
838,5,23,144861
839,5,23,144862
840,5,23,144863
841,5,23,144864
842,5,23,144865
843,5,23,144866
844,5,23,144867
845,5,23,144868
846,5,23,144869
847,5,23,144870
848,5,23,144871
849,5,23,144872
850,5,23,144873
851,5,23,144874
852,5,23,144875
853,5,23,144876
854,5,23,144877
855,5,23,144878
856,5,23,144879
857,5,23,144880
858,5,23,144881
859,5,23,144882
860,5,23,144883
861,5,23,144884
862,5,23,144885
863,5,23,144886
864,5,23,144887
865,5,23,144888
866,5,23,144889
867,5,23,144890
868,5,23,144891
869,5,23,144892
870,5,23,144893
871,5,23,144894
872,5,23,144895
873,5,23,144896
874,5,23,144897
875,5,23,144898
876,5,23,144899
877,5,23,144900
878,5,23,144901
879,5,23,144902
880,5,23,144903
881,5,23,144904
882,5,23,144905
883,5,23,144906
884,5,23,144907
885,5,23,144908
886,5,23,144909
887,5,23,144910
888,5,23,144911
889,5,23,144912
890,5,23,144913
891,5,23,144914
892,5,23,144915
893,5,23,144916
894,5,23,144917
895,5,23,144918
896,5,23,144919
897,5,23,144920
898,5,23,144921
899,5,23,144922
900,5,23,144923
901,5,23,144924
902,5,23,144925
903,5,23,144926
904,5,23,144927
905,5,23,144928
906,5,23,144929
907,5,23,144930
908,5,23,144931
909,5,23,144932
910,5,23,144933
911,5,23,144934
912,5,23,144935
913,5,23,144936
914,5,23,144937
915,5,23,144938
916,5,23,144939
917,5,23,144940
918,5,23,144941
919,5,23,144942
920,5,23,144943
921,5,23,144944
922,5,23,144945
923,5,23,144946
924,5,23,144947
925,5,23,144948
926,5,23,144949
927,5,23,144950
928,5,23,144951
929,5,23,144952
930,5,23,144953
931,5,23,144954
932,5,23,144955
933,5,23,144956
934,5,23,144957
935,5,23,144958
936,5,23,144959
937,5,23,144960
938,5,23,144961
939,5,23,144962
940,5,23,144963
941,5,23,144964
942,5,23,144965
943,5,23,144966
944,5,23,144967
945,5,23,144968
946,5,23,144969
947,5,23,144970
948,5,23,144971
949,5,23,144972
950,5,23,144973
951,5,23,144974
952,5,23,144975
953,5,23,144976
954,5,23,144977
955,5,23,144978
956,5,23,144979
957,5,23,144980
958,5,23,144981
959,5,23,144982
960,5,23,144983
961,5,23,144984
962,5,23,144985
963,5,23,144986
964,5,23,144987
965,5,23,144988
966,5,23,144989
967,5,23,144990
968,5,23,144991
969,5,23,144992
970,5,23,144993
971,5,23,144994
972,5,23,144995
973,5,23,144996
974,5,23,144997
975,5,23,144998
976,5,23,144999
977,5,23,145000
978,5,23,145001
979,5,23,145002
980,5,23,145003
981,5,23,145004
982,5,23,145005
983,5,23,145006
984,5,23,145007
985,5,23,145008
986,5,23,145009
987,5,23,145010
988,5,23,145011
989,5,23,145012
990,5,23,145013
991,5,23,145014
992,5,23,145015
993,5,23,145016
994,5,23,145017
995,5,23,145018
996,5,23,145019
997,5,23,145020
998,5,23,145021
999,5,23,145022
1000,5,23,145023
1001,5,23,145024
1002,5,23,145025
1003,5,23,145026
1004,5,23,145027
1005,5,23,145028
1006,5,23,145029
1007,5,23,145030
1008,5,23,145031
1009,5,23,145032
1010,5,23,145033
1011,5,23,145034
1012,5,23,145035
1013,5,23,145036
1014,5,23,145037
1015,5,23,145038
1016,5,23,145039
1017,5,23,145040
1018,5,23,145041
1019,5,23,145042
1020,5,23,145043
1021,5,23,145044
1022,5,23,145045
1023,5,23,145046
1024,5,23,145047
1025,5,23,145048
1026,5,23,145049
1027,5,23,145050
1028,5,23,139874
1029,5,23,139875
1030,5,23,139876
1031,5,23,139877
1032,5,23,139878
1033,5,23,139879
1034,5,23,139880
1035,5,23,139881
1036,5,23,139882
1037,5,23,139883
1038,5,23,139884
1039,5,23,139885
1040,5,23,139886
1041,5,23,139887
1042,5,23,139888
1043,5,23,139889
1044,5,23,139890
1045,5,23,139891
1046,5,23,139892
1047,5,23,139893
1048,5,23,139894
1049,5,23,139895
1050,5,20,139896
1051,5,20,139897
1052,5,20,139898
1053,5,20,139899
1054,5,20,139900
1055,5,20,139901
1056,5,20,139902
1057,5,20,139903
1058,5,20,139904
1059,5,20,139905
1060,5,20,139906
1061,5,20,139907
1062,5,20,139908
1063,5,20,139909
1064,5,20,139910
1065,5,20,139911
1066,5,20,139912
1067,5,20,139913
1068,5,20,139914
1069,4,20,139915
1070,4,20,139916
1071,4,20,139917
1072,4,20,139918
1073,4,20,139919
1074,4,20,139920
1075,4,20,139921
1076,4,20,139922
1077,4,20,139923
1078,4,20,139924
1079,4,20,139925
1080,4,20,139926
1081,4,20,139927
1082,4,20,139928
1083,4,20,139929
1084,4,20,139930
1085,4,20,139931
1086,4,20,139932
1087,4,20,139933
1088,4,20,139934
1089,4,20,139935
1090,4,20,139936
1091,4,20,139937
1092,4,20,139938
1093,4,20,139939
1094,4,20,139940
1095,4,20,139941
1096,4,20,139942
1097,4,20,139943
1098,4,20,139944
1099,4,20,139945
1100,4,20,139946
1101,4,20,139947
1102,4,20,139948
1103,4,20,139949
1104,4,20,139950
1105,4,20,139951
1106,4,20,139952
1107,4,20,139953
1108,4,20,139954
1109,4,20,139955
1110,4,20,139956
1111,4,20,139957
1112,4,20,139958
1113,4,20,139959
1114,4,20,139960
1115,4,20,139961
1116,4,20,139962
1117,4,20,139963
1118,4,20,139964
1119,4,20,139965
1120,4,20,139966
1121,4,20,139967
1122,4,20,139968
1123,4,20,139969
1124,4,20,139970
1125,4,20,139971
1126,4,20,139972
1127,4,20,139973
1128,4,20,139974
1129,4,20,139975
1130,4,20,139976
1131,4,20,139977
1132,4,20,139978
1133,4,20,139979
1134,4,20,139980
1135,4,20,139981
1136,4,20,139982
1137,4,20,139983
1138,4,20,139984
1139,4,20,139985
1140,4,20,139986
1141,4,20,139987
1142,4,20,139988
1143,4,20,139989
1144,4,20,139990
1145,4,20,139991
1146,4,20,139992
1147,4,20,139993
1148,4,20,139994
1149,4,20,139995
1150,4,20,139996
1151,4,20,139997
1152,4,20,139998
1153,4,20,139999
1154,4,20,140000
1155,4,20,140001
1156,4,20,140002
1157,4,20,140003
1158,4,20,140004
1159,4,20,140005
1160,4,20,140006
1161,4,20,140007
1162,4,20,140008
1163,4,20,140009
1164,4,20,140010
1165,4,20,140011
1166,4,20,140012
1167,4,20,140013
1168,4,20,140014
1169,4,20,140015
1170,4,20,140016
1171,4,20,140017
1172,4,20,140018
1173,4,20,140019
1174,4,20,140020
1175,4,20,140021
1176,4,20,140022
1177,4,20,140023
1178,4,20,140024
1179,4,20,140025
1180,4,20,140026
1181,4,20,140027
1182,4,20,140028
1183,4,20,140029
1184,4,12,140030
1185,4,12,140031
1186,4,12,140032
1187,4,12,140033
1188,4,12,140034
1189,4,12,140035
1190,4,12,140036
1191,4,12,140037
1192,4,12,140038
1193,4,12,140039
1194,4,12,140040
1195,4,12,140041
1196,4,12,140042
1197,4,12,140043
1198,4,12,140044
1199,4,12,140045
1200,4,12,140046
1201,4,12,140047
1202,4,12,140048
1203,4,12,140049
1204,4,12,140050
1205,4,12,140051
1206,4,12,140052
1207,4,12,140053
1208,4,12,140054
1209,4,12,140055
1210,4,12,140056
1211,4,12,140057
1212,4,12,140058
1213,4,12,140059
1214,4,12,140060
1215,4,12,140061
1216,4,12,140062
1217,4,12,140063
1218,4,12,140064
1219,4,12,140065
1220,4,12,140066
1221,4,12,140067
1222,4,12,140068
1223,4,12,140069
1224,4,12,140070
1225,4,12,140071
1226,4,12,140072
1227,4,12,140073
1228,4,12,140074
1229,4,12,140075
1230,4,12,140076
1231,4,12,140077
1232,4,12,140078
1233,4,12,140079
1234,4,12,140080
1235,4,12,140081
1236,4,12,140082
1237,4,12,140083
1238,4,12,140084
1239,4,12,140085
1240,4,12,140086
1241,4,12,140087
1242,4,12,140088
1243,4,12,140089
1244,4,12,140090
1245,4,12,140091
1246,4,12,140092
1247,4,12,140093
1248,4,12,140094
1249,4,12,140095
1250,4,12,140096
1251,4,12,140097
1252,4,12,140098
1253,4,12,140099
1254,4,12,140100
1255,4,12,140000
1256,4,12,140001
1257,4,12,140002
1258,4,12,140003
1259,4,12,140004
1260,4,12,140005
1261,4,12,140006
1262,4,12,140007
1263,4,12,140008
1264,4,12,140009
1265,4,12,140010
1266,4,12,140011
1267,4,12,140012
1268,4,12,140013
1269,4,12,140014
1270,4,12,140015
1271,4,12,140016
1272,4,12,140017
1273,4,12,140018
1274,4,12,140019
1275,4,12,140020
1276,4,12,140021
1277,4,12,140022
1278,4,12,140023
1279,4,12,140024
1280,4,12,140025
1281,4,12,140026
1282,4,12,140027
1283,4,12,140028
1284,4,12,140029
1285,4,12,140030
1286,4,12,140031
1287,4,12,140032
1288,4,12,140033
1289,4,12,140034
1290,4,12,140035
1291,4,12,140036
1292,4,12,140037
1293,4,12,140038
1294,4,12,140039
1295,4,12,140040
1296,4,12,140041
1297,4,12,140042
1298,4,12,140043
1299,4,12,140044
1300,4,12,140045
1301,4,12,140046
1302,4,12,140047
1303,4,12,140048
1304,4,12,140049
1305,4,12,140050
1306,4,12,140051
1307,4,12,140052
1308,4,12,140053
1309,4,12,140054
1310,4,12,140055
1311,4,12,140056
1312,4,12,140057
1313,4,12,140058
1314,4,12,140059
1315,4,12,140060
1316,4,12,140061
1317,4,12,140062
1318,4,12,140063
1319,4,12,140064
1320,4,12,140065
1321,4,12,140066
1322,4,12,140067
1323,4,12,140068
1324,4,12,140069
1325,4,12,140070
1326,4,12,140071
1327,4,12,140072
1328,4,12,140073
1329,4,12,140074
1330,4,12,140075
1331,4,12,140076
1332,4,12,140077
1333,4,12,140078
1334,4,12,140079
1335,4,12,140080
1336,4,12,140081
1337,4,12,140082
1338,4,12,140083
1339,4,12,140084
1340,4,12,140085
1341,4,12,140086
1342,4,12,140087
1343,4,12,140088
1344,4,12,140089
1345,4,12,140090
1346,4,12,140091
1347,4,12,140092
1348,4,12,140093
1349,4,12,140094
1350,4,12,140095
1351,4,12,140096
1352,4,12,140097
1353,4,12,140098
1354,4,12,140099
1355,4,12,140100
1356,4,12,140101
1357,4,12,140102
1358,4,12,140103
1359,4,12,140104
1360,4,11,140105
1361,4,11,140106
1362,4,11,140107
1363,4,11,140108
1364,4,11,140109
1365,4,11,140110
1366,4,11,140111
1367,4,11,140112
1368,4,11,140113
1369,4,11,140114
1370,4,11,140115
1371,4,11,140116
1372,4,11,140117
1373,4,11,140118
1374,4,11,140119
1375,4,11,140120
1376,4,11,140121
1377,4,11,140122
1378,4,11,140123
1379,4,11,140124
1380,4,11,140125
1381,4,11,140126
1382,4,11,140127
1383,4,11,140128
1384,4,11,140129
1385,4,11,140130
1386,4,11,140131
1387,4,11,140132
1388,4,11,140133
1389,4,11,140134
1390,4,11,140135
1391,4,11,140136
1392,4,11,140137
1393,4,11,140138
1394,4,11,140139
1395,4,11,140140
1396,4,11,140141
1397,4,11,140142
1398,4,11,140143
1399,4,11,140144
1400,4,11,140145
1401,4,11,140146
1402,4,11,140147
1403,4,11,140148
1404,4,11,140149
1405,4,11,140150
1406,4,11,140151
1407,4,11,140152
1408,4,11,140153
1409,4,11,140154
1410,4,11,140155
1411,4,11,140156
1412,4,11,140157
1413,4,11,140158
1414,4,11,140159
1415,4,11,140160
1416,4,11,140161
1417,4,11,140162
1418,4,11,140163
1419,4,11,140164
1420,4,11,140165
1421,4,11,140166
1422,4,11,140167
1423,4,11,140168
1424,4,11,140169
1425,4,11,140170
1426,4,11,140171
1427,4,11,140172
1428,4,11,140173
1429,4,11,140174
1430,4,11,140175
1431,4,11,140176
1432,4,11,140177
1433,4,11,140178
1434,4,11,140179
1435,4,11,140180
1436,4,11,140181
1437,4,11,140182
1438,4,11,140183
1439,4,11,140184
1440,4,11,140185
1441,4,11,140186
1442,4,11,140187
1443,4,11,140188
1444,4,11,140189
1445,4,11,140190
1446,4,11,140191
1447,4,11,140192
1448,4,11,140193
1449,4,11,140194
1450,4,11,140195
1451,4,11,140196
1452,4,11,140197
1453,4,11,140198
1454,4,11,140199
1455,4,11,140200
1456,4,11,140201
1457,4,11,140202
1458,4,11,140203
1459,4,11,140204
1460,4,11,140205
1461,4,11,140206
1462,4,11,140207
1463,4,11,140208
1464,4,11,140209
1465,4,11,140210
1466,4,11,140211
1467,4,11,140212
1468,4,11,140213
1469,4,11,140214
1470,4,11,140215
1471,4,11,140216
1472,4,11,140217
1473,4,11,140218
1474,4,11,140219
1475,4,11,140220
1476,4,11,140221
1477,4,11,140222
1478,4,11,140223
1479,4,11,140224
1480,4,11,140225
1481,4,11,140226
1482,4,11,140227
1483,4,11,140228
1484,4,11,140229
1485,4,11,140230
1486,4,11,140231
1487,4,11,141414
1488,4,11,141415
1489,4,11,141416
1490,4,11,141417
1491,4,11,141418
1492,4,11,141419
1493,4,11,141420
1494,4,11,141421
1495,4,11,141422
1496,4,11,141423
1497,4,11,141424
